1.585950e-001 0.000000e+000 0.000000e+000 3.503870e-006
1.585950e-001 1.585985e-001 3.503870e-006 0.000000e+000
1.585985e-001 1.585985e-001 0.000000e+000 2.209295e-005
1.585985e-001 1.586206e-001 2.209295e-005 0.000000e+000
1.586206e-001 1.586206e-001 0.000000e+000 1.392914e-004
1.586206e-001 1.587599e-001 1.392914e-004 0.000000e+000
1.587599e-001 1.587599e-001 0.000000e+000 8.777568e-004
1.587599e-001 1.596376e-001 8.777568e-004 0.000000e+000
1.596376e-001 1.596376e-001 0.000000e+000 5.513605e-003
1.596376e-001 1.651512e-001 5.513605e-003 0.000000e+000
1.651512e-001 1.651512e-001 0.000000e+000 3.395519e-002
1.651512e-001 1.991064e-001 3.395519e-002 0.000000e+000
1.991064e-001 1.991064e-001 0.000000e+000 1.869778e-001
1.991064e-001 3.860843e-001 1.869778e-001 0.000000e+000
3.860843e-001 3.860843e-001 0.000000e+000 6.622161e-001
3.860843e-001 1.048300e+000 6.622161e-001 0.000000e+000
1.048300e+000 1.048300e+000 0.000000e+000 9.988698e-001
1.048300e+000 2.047170e+000 9.988698e-001 0.000000e+000
2.047170e+000 2.047170e+000 0.000000e+000 6.692883e-001
2.047170e+000 2.716458e+000 6.692883e-001 0.000000e+000
