3.000000e+000 0.000000e+000 0.000000e+000 9.861229e-002
3.000000e+000 3.098612e+000 9.861229e-002 0.000000e+000
3.098612e+000 3.098612e+000 0.000000e+000 3.234207e-002
3.098612e+000 3.130954e+000 3.234207e-002 0.000000e+000
3.130954e+000 3.130954e+000 0.000000e+000 1.038350e-002
3.130954e+000 3.141338e+000 1.038350e-002 0.000000e+000
3.141338e+000 3.141338e+000 0.000000e+000 3.310915e-003
3.141338e+000 3.144649e+000 3.310915e-003 0.000000e+000
3.144649e+000 3.144649e+000 0.000000e+000 1.053427e-003
3.144649e+000 3.145702e+000 1.053427e-003 0.000000e+000
3.145702e+000 3.145702e+000 0.000000e+000 3.349344e-004
3.145702e+000 3.146037e+000 3.349344e-004 0.000000e+000
3.146037e+000 3.146037e+000 0.000000e+000 1.064680e-004
3.146037e+000 3.146144e+000 1.064680e-004 0.000000e+000
3.146144e+000 3.146144e+000 0.000000e+000 3.384136e-005
3.146144e+000 3.146177e+000 3.384136e-005 0.000000e+000
3.146177e+000 3.146177e+000 0.000000e+000 1.075640e-005
3.146177e+000 3.146188e+000 1.075640e-005 0.000000e+000
3.146188e+000 3.146188e+000 0.000000e+000 3.418873e-006
3.146188e+000 3.146192e+000 3.418873e-006 0.000000e+000
