0.000000e+000 -1.067254e+000
-3.010300e-001 -1.653005e+000
-6.020600e-001 -2.250992e+000
-9.030900e-001 -2.852034e+000
-1.204120e+000 -3.453839e+000
-1.505150e+000 -4.055836e+000
-1.806180e+000 -4.657880e+000
-2.107210e+000 -5.259936e+000
-2.408240e+000 -5.861995e+000
-2.709270e+000 -6.464054e+000
-3.010300e+000 -7.066114e+000
-3.311330e+000 -7.668174e+000
-3.612360e+000 -8.270241e+000
-3.913390e+000 -8.872348e+000
-4.214420e+000 -9.473933e+000
-4.515450e+000 -1.007645e+001
-4.816480e+000 -1.065730e+001
-5.117510e+000 -1.273032e+001
-5.418540e+000 -1.114936e+001
-5.719570e+000 -1.112714e+001
-6.020600e+000 -1.066471e+001
-6.321630e+000 -1.043692e+001
-6.622660e+000 -9.815362e+000
-6.923690e+000 -1.009773e+001
-7.224720e+000 -9.413624e+000
-7.525750e+000 -9.263197e+000
-7.826780e+000 -9.263197e+000
-8.127810e+000 -9.263197e+000
-8.428840e+000 -9.263197e+000
-8.729870e+000 -7.533773e+000
-9.030900e+000 -7.533773e+000
-9.331930e+000 -7.533773e+000
-9.632960e+000 -7.533773e+000
-9.933990e+000 -7.533773e+000
-1.023502e+001 -7.533773e+000
-1.053605e+001 -7.533773e+000
-1.083708e+001 -7.533773e+000
-1.113811e+001 -5.415222e+000
-1.143914e+001 -4.942530e+000
-1.174017e+001 -4.718904e+000
-1.204120e+001 -4.718904e+000
-1.234223e+001 -4.718904e+000
-1.264326e+001 -3.647744e+000
-1.294429e+001 -3.579643e+000
-1.324532e+001 -3.146716e+000
-1.354635e+001 -2.906646e+000
-1.384738e+001 -2.906646e+000
-1.414841e+001 -2.182257e+000
-1.444944e+001 -2.043241e+000
-1.475047e+001 -1.653692e+000
-1.505150e+001 -1.394670e+000
-1.535253e+001 -1.394670e+000
-1.565356e+001 -1.394670e+000
-1.595459e+001 -1.394670e+000
-1.625562e+001 -2.673632e-001
-1.655665e+001 -2.673632e-001
-1.685768e+001 -2.673632e-001
-1.715871e+001 -2.673632e-001
-1.745974e+001 -2.673632e-001
-1.776077e+001 -2.673632e-001
-1.806180e+001 -2.673632e-001
-1.836283e+001 -2.673632e-001
-1.866386e+001 -2.673632e-001
-1.896489e+001 -2.673632e-001
-1.926592e+001 -2.673632e-001
-1.956695e+001 -2.673632e-001
-1.986798e+001 -2.673632e-001
-2.016901e+001 -2.673632e-001
-2.047004e+001 -2.673632e-001
-2.077107e+001 -2.673632e-001
-2.107210e+001 -2.673632e-001
-2.137313e+001 -2.673632e-001
-2.167416e+001 -2.673632e-001
-2.197519e+001 -2.673632e-001
-2.227622e+001 -2.673632e-001
-2.257725e+001 -2.673632e-001
-2.287828e+001 -2.673632e-001
-2.317931e+001 -2.673632e-001
-2.348034e+001 -2.673632e-001
-2.378137e+001 -2.673632e-001
