1 -2.435188e-001 9.120976e-002
2 -1.123968e+000 -5.957317e-001
3 -2.344395e+000 -1.680613e+000
4 -3.804381e+000 -3.036562e+000
5 -5.450680e+000 -4.598564e+000
6 -7.249808e+000 -6.326898e+000
7 -9.178630e+000 -8.194730e+000
8 -1.122017e+001 -1.018270e+001
9 -1.335898e+001 -1.227618e+001
10 -1.655496e+001 -1.446373e+001
11 -1.558978e+001 -1.673613e+001
12 -1.565611e+001 -1.908583e+001
13 -1.565356e+001 -2.150650e+001
14 -1.565356e+001 -2.399278e+001
15 -1.565356e+001 -2.654006e+001
16 -1.565356e+001 -2.914434e+001
17 -1.565356e+001 -3.180209e+001
18 -1.565356e+001 -3.451022e+001
19 -1.565356e+001 -3.726597e+001
20 -1.565356e+001 -4.006685e+001
21 -1.565356e+001 -4.291064e+001
22 -1.565356e+001 -4.579532e+001
23 -1.565356e+001 -4.871906e+001
24 -1.565356e+001 -5.168015e+001
25 -1.565356e+001 -5.467708e+001
26 -1.565356e+001 -5.770841e+001
27 -1.565356e+001 -6.077284e+001
28 -1.565356e+001 -6.386916e+001
29 -1.565356e+001 -6.699622e+001
30 -1.565356e+001 -7.015298e+001
31 -1.565356e+001 -7.333846e+001
32 -1.565356e+001 -7.655174e+001
33 -1.565356e+001 -7.979196e+001
34 -1.565356e+001 -8.305831e+001
35 -1.565356e+001 -8.635001e+001
36 -1.565356e+001 -8.966636e+001
37 -1.565356e+001 -9.300668e+001
38 -1.565356e+001 -9.637031e+001
39 -1.565356e+001 -9.975666e+001
40 -1.565356e+001 -1.031651e+002
41 -1.565356e+001 -1.065952e+002
42 -1.565356e+001 -1.100463e+002
43 -1.565356e+001 -1.135180e+002
44 -1.565356e+001 -1.170098e+002
45 -1.565356e+001 -1.205211e+002
46 -1.565356e+001 -1.240517e+002
47 -1.565356e+001 -1.276011e+002
48 -1.565356e+001 -1.311689e+002
49 -1.565356e+001 -1.347546e+002
