2.950000e+000 4.585715e-001 -4.449290e+000 -4.585715e-001
-1.499290e+000 0.000000e+000 0.000000e+000 -1.767973e+000
-1.499290e+000 -1.767973e+000 5.742149e+000 1.767973e+000
4.242859e+000 0.000000e+000 0.000000e+000 5.539323e-001
4.242859e+000 5.539323e-001 -1.052574e+001 -5.539323e-001
-6.282880e+000 0.000000e+000 0.000000e+000 -2.198356e+000
-6.282880e+000 -2.198356e+000 8.897754e+001 2.198356e+000
8.269466e+001 0.000000e+000 0.000000e+000 7.733061e-001
8.269466e+001 7.733061e-001 -5.288954e+003 -7.733061e-001
-5.206260e+003 0.000000e+000 0.000000e+000 -2.356002e+000
-5.206260e+003 -2.356002e+000 6.385978e+007 2.356002e+000
6.385457e+007 0.000000e+000 0.000000e+000 7.853981e-001
6.385457e+007 7.853981e-001 -3.202388e+015 -7.853981e-001
-3.202388e+015 0.000000e+000 0.000000e+000 -2.356194e+000
-3.202388e+015 -2.356194e+000 2.416345e+031 2.356194e+000
2.416345e+031 0.000000e+000 0.000000e+000 7.853982e-001
2.416345e+031 7.853982e-001 -4.585722e+062 -7.853982e-001
-4.585722e+062 0.000000e+000 0.000000e+000 -2.356194e+000
-4.585722e+062 -2.356194e+000 4.954806e+125 2.356194e+000
4.954806e+125 0.000000e+000 0.000000e+000 7.853982e-001
