3.900000e+000 0.000000e+000 0.000000e+000 -5.390234e-001
3.900000e+000 3.360977e+000 -5.390234e-001 0.000000e+000
3.360977e+000 3.360977e+000 0.000000e+000 -1.487450e-001
3.360977e+000 3.212232e+000 -1.487450e-001 0.000000e+000
3.212232e+000 3.212232e+000 0.000000e+000 -4.526568e-002
3.212232e+000 3.166966e+000 -4.526568e-002 0.000000e+000
3.166966e+000 3.166966e+000 0.000000e+000 -1.419189e-002
3.166966e+000 3.152774e+000 -1.419189e-002 0.000000e+000
3.152774e+000 3.152774e+000 0.000000e+000 -4.491298e-003
3.152774e+000 3.148283e+000 -4.491298e-003 0.000000e+000
3.148283e+000 3.148283e+000 0.000000e+000 -1.425570e-003
3.148283e+000 3.146857e+000 -1.425570e-003 0.000000e+000
3.146857e+000 3.146857e+000 0.000000e+000 -4.529113e-004
3.146857e+000 3.146404e+000 -4.529113e-004 0.000000e+000
3.146404e+000 3.146404e+000 0.000000e+000 -1.439353e-004
3.146404e+000 3.146260e+000 -1.439353e-004 0.000000e+000
3.146260e+000 3.146260e+000 0.000000e+000 -4.574702e-005
3.146260e+000 3.146215e+000 -4.574702e-005 0.000000e+000
3.146215e+000 3.146215e+000 0.000000e+000 -1.454023e-005
3.146215e+000 3.146200e+000 -1.454023e-005 0.000000e+000
